product_name,Stars,Ratings,Reviews,current_price,MRP,processor,RAM,storage,ImageURL
HP Victus Ryzen 7 Octa Core 6800H ,3,4,1,85499,111500,AMD Ryzen 7 Octa Core Processor,16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l4oi4cw0/computer/l/t/q/16-e1062ax-gaming-laptop-hp-original-imagfgqgzbrzchfq.jpeg?q=70
APPLE 2021 Macbook Pro M1 Max ,4.3,13,5,309490,329900,Apple M1 Max Processor,32 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/3/n/s/mk183hn-a-laptop-apple-original-imag7yzkbgbwvwq3.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,142990,162990,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/f/7/j/summit-e14flipevo-a13mt-278in-thin-and-light-laptop-msi-original-imagnjyhd9qv8vhr.jpeg?q=70
APPLE 2023 MacBook Pro M2 Pro ,0,0,0,229990,249900,Apple M2 Pro Processor,16 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/w/g/mnwa3hn-a-laptop-apple-original-imagmfhehcvgub84.jpeg?q=70
HP Spectre x360 (2023) Eyesafe Intel Evo Core i7 13th Gen ,0,0,0,144490,168617,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
APPLE MacBook Air M1 ,4.7,832,89,111990,112900,Apple M1 Processor,16 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kyt0ya80/computer/i/d/p/na-thin-and-light-laptop-apple-original-imagaygvtvf6cx8h.jpeg?q=70
MSI Core i5 12th Gen ,4.1,35,2,48990,67990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/h/a/-original-imagnqmwbbxzm8tp.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.8,82,11,110490,119900,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i7 12th Gen ,4.5,10,0,108990,127107,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70
APPLE 2020 Macbook Air M1 ,4.6,1170,127,109990,117900,Apple M1 Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/khdqnbk0/computer/s/2/g/apple-original-imafxfyqykyghjg6.jpeg?q=70
MSI Core i5 12th Gen ,4.5,4,0,75990,95990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
HP Envy x360 Creator OLED Eyesafe Intel Evo Core i5 12th Gen ,4.3,11,1,89490,104624,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70
MSI Core i5 12th Gen ,0,0,0,64990,86990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,1 TB HDD|256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/v/r/-original-imagpyc3aurzafgn.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Victus Gaming Ryzen 7 Octa Core 5800H ,0,0,0,80990,95554,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,219990,279990,Intel Core i7 Processor (13th Gen),32 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/b/p/3/stealth-16-studio-a13vf-023in-gaming-laptop-msi-original-imagnjyw4havgjgz.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Chromebook Flip Touch Celeron Dual Core ,4,2869,394,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70
MSI Prestige 14 Core i7 10th Gen ,3.9,99,13,72500,123990,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kawtvgw0/computer/g/h/h/msi-na-thin-and-light-laptop-original-imafsdbjzkxx2ssf.jpeg?q=70
HP Ryzen 5 Quad Core R5 5500 ,0,0,0,43990,48146,AMD Ryzen 5 Quad Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/v/w/245-g8-business-laptop-hp-original-imagn4bctguugysg.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.3,14,0,137990,149900,Apple M2 Processor,8 GB Unified Memory RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/1/n/p/-original-imagfdfew8gszzhk.jpeg?q=70
HP Envy x360 Creator Intel Evo Core i5 12th Gen ,4.4,11,2,80990,95630,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/w/p/3/15-ew0043tu-thin-and-light-laptop-hp-original-imaghrgttxtdcnfy.jpeg?q=70
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,3.7,163,14,23990,39990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70
HP Chromebook (2023) Intel Core i5 11th Gen ,4.5,13,0,55990,72154,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/3/n/y/14c-cc0010tu-chromebook-hp-original-imag9g9mhckzhuqt.jpeg?q=70
MSI Modern 14 Core i3 11th Gen ,4.2,165,21,48990,55990,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
MSI Core i7 13th Gen ,4.5,4,3,129990,155990,Intel Core i7 Processor (13th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/s/n/d/katana-17-b13vfk-253in-gaming-laptop-msi-original-imagmmhgf9gjkhzf.jpeg?q=70
HP Celeron Dual Core ,0,0,0,23990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/r/2/15a-na0008tu-thin-and-light-laptop-hp-original-imagnxa9z9ygfb8q.jpeg?q=70
HP Chromebook MediaTek Kompanio 500 ,3.8,6338,713,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
HP Pavilion (2023) Eyesafe Intel Core i5 12th Gen ,4.2,68,8,74990,83710,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
HP 15s Intel Core i5 11th Gen ,3.9,28,1,69998,75000,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l29c9e80/computer/5/1/r/15s-du3519tx-thin-and-light-laptop-hp-original-imagdn9fhmgsp9gh.jpeg?q=70
HP OMEN Core i7 12th Gen ,0,0,0,162990,189577,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Pavilion Aero (2023) Ryzen 7 Octa Core 7735U ,4.9,26,4,77990,91616,AMD Ryzen 7 Octa Core Processor,16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/k/a/x/13-be2047au-thin-and-light-laptop-hp-original-imagnh4n4vfcyghc.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,4.4,9,0,62490,72526,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/p/m/6/15-fb0121ax-gaming-laptop-hp-original-imagp39ksrhjaxfa.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,5,3,0,63990,75980,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
APPLE 2022 MacBook AIR M2 ,4.8,82,11,110490,119900,Apple M2 Processor,8 GB Unified Memory RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/v/c/a/-original-imagfdfpnjjpdhq2.jpeg?q=70
HP Spectre x360 (2023) OLED Eyesafe Intel Evo Core i7 13th Gen ,0,0,0,183990,213582,Intel Core i7 Processor (13th Gen),32 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/b/2/-original-imagjmhqndcxs6yg.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,5,3,0,66990,78858,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
HP Victus Gaming Ryzen 5 Hexa Core 5600H ,4.4,9,0,55990,66769,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/l/k/h/-original-imagpkbv6zpcfts5.jpeg?q=70
HP Pavilion Intel Core i5 11th Gen ,3.9,22,4,72990,84841,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/y/0/g/-original-imagp8xzzc6q8zvk.jpeg?q=70
HP Victus Gaming Ryzen 7 Octa Core 5800H ,0,0,0,80990,95554,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/m/i/w/15-fb0137ax-gaming-laptop-hp-original-imagpb7cffc2yvgw.jpeg?q=70
MSI Core i7 13th Gen ,0,0,0,144990,165990,Intel Core i7 Processor (13th Gen),16 GB LPDDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/n/a/n/summit-e13flipevo-a13mt-226in-thin-and-light-laptop-msi-original-imagnjymz4ypmtyy.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H ,4.3,29,3,59490,70070,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/l/e/k/15-fb0040ax-gaming-laptop-hp-original-imaggyuezf9qtypd.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
HP Victus Ryzen 5 Hexa Core 5600H ,0,0,0,68290,87717,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l5bd5zk0/computer/x/o/6/15-fb0040ax-gaming-laptop-hp-original-imaggyue2b3anwr9.jpeg?q=70
HP Pavilion Ryzen 5 Hexa Core 5500U ,4.2,126,16,64700,74839,AMD Ryzen 5 Hexa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/x/w/-original-imagp7pgfsr4xnxa.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Chromebook Flip Touch Celeron Dual Core ,4,2869,394,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70
MSI Summit E15 Core i7 11th Gen ,4,3,2,135990,156990,Intel Core i7 Processor (11th Gen),16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kjabs7k0/computer/t/b/a/msi-original-imafywfftpgtxb9f.jpeg?q=70
HP Pavilion (2023) Eyesafe Intel Core i5 12th Gen ,4.2,68,8,74990,83710,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/9/5/2/eg2036tu-thin-and-light-laptop-hp-original-imagduyqdgd5gtas.jpeg?q=70
MSI Modern 14 Core i7 11th Gen ,4.8,25,5,75990,89990,Intel Core i7 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klzhq4w0/computer/s/k/x/na-thin-and-light-laptop-msi-original-imagyzpcazfbmhjp.jpeg?q=70
HP Pavilion Eyesafe (2023) Intel Core i5 12th Gen ,4,155,23,71990,83710,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2hwwi80/computer/o/q/u/eg2035tu-thin-and-light-laptop-hp-original-imagdtzgzfs6gjfy.jpeg?q=70
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,3.7,163,14,23990,39990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70
HP intel Celeron Dual Core ,3.7,174,21,20990,31531,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 Inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/6/p/a/chromebook-chromebook-hp-original-imagkwj8tahdykbd.jpeg?q=70
MSI Core i5 12th Gen ,0,0,0,76990,95990,Intel Core i5 Processor (12th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/kt1u3rk0/computer/v/x/u/katana-gf66-11ud-thin-and-light-laptop-msi-original-imag6hgucfpqacvt.jpeg?q=70
APPLE MacBook Pro Core i5 8th Gen ,4.2,108,13,162490,179900,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/jyq5oy80/computer/t/y/2/apple-na-thin-and-light-laptop-original-imafgwev6abfznds.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
APPLE 2021 Macbook Pro M1 Pro ,4.8,134,14,243990,259900,Apple M1 Pro Processor,16 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70
HP Pavillion x360 convertible Intel Core i5 12th Gen ,4.3,39,5,73990,87095,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/d/r/t/14-ek0088tu-thin-and-light-laptop-hp-original-imagh89bdga9fcys.jpeg?q=70
HP Ryzen 7 Octa Core 5800U ,0,0,0,94500,110990,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2ghgnk0/computer/v/3/7/-original-imagdsjsjszc65fh.jpeg?q=70
HP Victus Ryzen 7 Octa Core 5800H ,0,0,0,107990,140347,AMD Ryzen 7 Octa Core Processor,16 GB DDR4 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kvvad8w0/computer/m/k/t/16-e0362ax-gaming-laptop-hp-original-imag8zh5mbczsxws.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Chromebook Flip Touch Celeron Dual Core ,4,2869,394,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70
APPLE 2021 Macbook Pro M1 Max ,4.3,13,5,309490,329900,Apple M1 Max Processor,32 GB Unified Memory RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kuyf8nk0/computer/g/z/q/mk1e3hn-a-laptop-apple-original-imag7yzmv57cvg3f.jpeg?q=70
HP Spectre Eyesafe Intel Evo Core i7 12th Gen ,4,4,1,129990,146135,Intel Core i7 Processor (12th Gen),16 GB LPDDR4X RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/h/s/n/spectre-x360-13-notebook-hp-original-imagg4fa4ng9axqx.jpeg?q=70
Lenovo Slim 3 Chromebook Touch Intel Celeron Dual Core ,3.7,163,14,23990,39990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/7/k/4/-original-imaggqgb6dbkyhbe.jpeg?q=70
HP Chromebook (2023) Intel Core i5 11th Gen ,4.5,13,0,55990,72154,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/kwv0djk0/computer/3/n/y/14c-cc0010tu-chromebook-hp-original-imag9g9mhckzhuqt.jpeg?q=70
MSI Core i5 11th Gen ,4.3,459,37,62990,83990,Intel Core i5 Processor (11th Gen),8 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
HP Celeron Dual Core ,3.4,5,2,23990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/e/v/4/15a-na0012tu-thin-and-light-laptop-hp-original-imagnxac6v3srvpw.jpeg?q=70
HP OMEN Core i7 12th Gen ,0,0,0,169990,189900,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/kzn17680/computer/1/i/z/-original-imagbhzqahdzyx4e.jpeg?q=70
HP Chromebook (2023) MediaTek Kompanio 1200 ,0,0,0,43990,51812,MediaTek MediaTek Kompanio 1200 Processor,8 GB LPDDR4X RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/p/p/13b-ca0006mu-thin-and-light-laptop-hp-original-imagzyavzxwvddgw.jpeg?q=70
HP Celeron Dual Core ,0,0,0,23990,33390,Intel Celeron Dual Core Processor,4 GB LPDDR4X RAM,39.62 cm (15.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/9/r/2/15a-na0008tu-thin-and-light-laptop-hp-original-imagnxa9z9ygfb8q.jpeg?q=70
HP Chromebook MediaTek Kompanio 500 ,3.8,6338,713,19990,25451,MediaTek MediaTek Kompanio 500 Processor,4 GB LPDDR4X RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/2/m/e/-original-imagkqwzw9cdvgj2.jpeg?q=70
HP Pavilion x360 Core i3 8th Gen ,4,59,9,58990,59129,Intel Core i3 Processor (8th Gen),4 GB DDR4 RAM,1 TB HDD|8 GB SSD,https://rukminim1.flixcart.com/image/312/312/jtsz3bk0/computer/e/6/4/hp-na-2-in-1-laptop-original-imaff2qfhwz6vgq8.jpeg?q=70
HP Victus Intel Core i7 13th Gen ,0,0,0,109990,127764,Intel Core i7 Processor (13th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/0/3/6/15-fa1066tx-gaming-laptop-hp-original-imagp39hm3tg4ahv.jpeg?q=70
Lenovo IdeaPad 5 Intel Core i5 11th Gen ,4.3,68,5,60990,90490,Intel Core i5 Processor (11th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/klfhk7k0/computer/w/u/x/na-thin-and-light-laptop-lenovo-original-imagyk4hedcydqx5.jpeg?q=70
Lenovo IdeaPad 3 Core i3 11th Gen ,4.2,70,5,34990,60090,Intel Core i3 Processor (11th Gen),8 GB DDR4 RAM,256 GB SSD,https://rukminim1.flixcart.com/image/312/312/ky90scw0/computer/k/7/k/ideapad-slim-82h801lgin-laptop-lenovo-original-imagagrpkzaxrcdc.jpeg?q=70
HP 15s (2023) Ryzen 3 Quad Core 7320U ,0,0,0,41490,47710,AMD Ryzen 3 Quad Core Processor,8 GB LPDDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/c/w/5/-original-imagpecqk6gdp9dh.jpeg?q=70
MSI Core i5 12th Gen ,0,0,0,59990,83990,Intel Core i5 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/l2qhjm80/computer/l/t/g/gf63-thin-11uc-867in-gaming-laptop-msi-original-imageyk5hzuthuyf.jpeg?q=70
MSI Katana 15 Core i7 12th Gen ,0,0,0,88990,103990,Intel Core i7 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
MSI Katana 15 Core i5 12th Gen ,0,0,0,78990,93990,Intel Core i5 Processor (12th Gen),8 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,3.8,1252,196,16990,30990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,39.62 cm (15.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/s/d/u/-original-imagdv4f66jmsqfv.jpeg?q=70
Primebook 4G Android Based MediaTek MT8788 ,4.1,819,264,16990,24990,MediaTek MediaTek MT8788 Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 Inch) Display,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/j/k/-original-imagzzsh3afavghf.jpeg?q=70
MSI Katana 15 Core i7 12th Gen ,0,0,0,96990,109990,Intel Core i7 Processor (12th Gen),16 GB DDR5 RAM,1 TB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
MSI Katana 15 Core i5 12th Gen ,0,0,0,81990,96900,Intel Core i5 Processor (12th Gen),16 GB DDR5 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/i/w/k/katana-15-b12udxk-1019in-gaming-laptop-msi-original-imagp9fkssgswfca.jpeg?q=70
ASUS Chromebook Touch Intel Celeron Dual Core ,4,1102,147,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,35.56 cm (14 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/6/m/g/-original-imagdv4fkhthwyzb.jpeg?q=70
ASUS Chromebook Flip Touch Celeron Dual Core ,4,2869,394,15990,29990,Intel Celeron Dual Core Processor,4 GB LPDDR4 RAM,29.46 cm (11.6 inch) Touchscreen Display,https://rukminim1.flixcart.com/image/312/312/l2jcccw0/computer/q/t/6/-original-imagdv4ykwrjxbmh.jpeg?q=70
MSI Core i7 12th Gen ,3.9,14,2,67990,83990,Intel Core i7 Processor (12th Gen),16 GB DDR4 RAM,512 GB SSD,https://rukminim1.flixcart.com/image/312/312/xif0q/computer/4/z/j/-original-imaghvf8ybzgrerk.jpeg?q=70
